board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id
Lib Tech MC Step Tail,https://thegoodride.com/snowboard-reviews/lib-tech-mc-step-tail-2018-snowboard-review,It´s OK,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Average,Poor,Good,Poor,Good,['2018'],mens,tRaUls/Fk/biKjI0MKFVqIyThro=
Lib Tech MC Wayfinder,https://thegoodride.com/snowboard-reviews/lib-tech-mc-wayfinder-2019-2020-snowboard-review,Liked it!,Alternative Freeride,Beginner - Expert,8-10,USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Average,Average,Average,Good,Average,Good,Average,Good,"['2019', '2020']",mens,3BRwaDa2O2448uvOgH6bRhp2JBo=
Lib Tech Short Fat,https://thegoodride.com/snowboard-reviews/lib-tech-short-fat-2018-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Good,Poor,Good,Poor,Average,['2018'],mens,Jv3AJ75zIYf34OW0JoF6ChNNnyk=
Lib Tech Short Wide,https://thegoodride.com/snowboard-reviews/lib-tech-short-wide-2021-snowboard-review,None,Alternative Freeride,Expert,8-10,USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Average,Average,Good,Poor,Average,['2021'],mens,tTz+BOqO0A6Vg5A7UQUsRoJqWWg=
Lib Tech Skate Banana,https://thegoodride.com/snowboard-reviews/lib-tech-skate-banana-2010-2017-snowboard-review,Liked it!,Freestyle,Beginner - Expert,"8-10, 10-12, > 12",USA by Mervin,True Twin,Continuous Rocker,Centered,Feels Heavy,Average,Average,Average,Average,Good,Great,Average,Great,Good,"['2010', '2017']",mens,d9GzgOAzChkCBuOuZFHxHrHN77U=
Lib Tech Skunk Ape HP,https://thegoodride.com/snowboard-reviews/lib-tech-skunk-ape-hp-2013-2020-snowboard-review,Liked it!,All Mountain,Beginner - Expert,> 12,USA by Mervin,Directional Twin,Hybrid Rocker,Setback -12.5mm,Feels Normal,Good,Good,Good,Good,Good,Good,Great,Good,Great,"['2013', '2020']",mens,KfFz20v6DCngkraluspWfjwvYg0=
Lib Tech Stump Ape,https://thegoodride.com/snowboard-reviews/lib-tech-stump-ape-2019-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,> 12,USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Good,Average,Good,Average,Good,"['2019', '2020']",mens,ayDvfWlTkyBfR1L70euyK1cLhh4=
Lib Tech Swiss Knife,https://thegoodride.com/snowboard-reviews/lib-tech-swiss-knife-2016-2020-snowboard-review,Liked it!,Freeride,Advanced - Expert,8-10,USA by Mervin,Tapered Directional,Mostly Camber,Centered,Feels Light,Average,Great,Great,Great,Good,Good,Good,Average,Good,"['2016', '2020']",mens,7IjOE+IvBq/9fzI690Uzxwhvr6U=
Lib Tech T Ras,https://thegoodride.com/snowboard-reviews/lib-tech-t-ras-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,10-12,USA by Mervin,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Great,Average,Great,Great,Average,Great,['2020'],mens,JgycHeT6noo+jRdqa+nSZJ7Zp+Y=
Lib Tech T.Rice Orca,https://thegoodride.com/snowboard-reviews/lib-tech-t-rice-orca-2019-2021-snowboard-review,None,Alternative Freeride,Intermediate - Expert,10-12,USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Average,Average,Good,Poor,Average,"['2019', '2021']",mens,awHcnpkgTcbE6aNiLIZiCO+Z+1w=
Lib Tech Terrain Wrecker,https://thegoodride.com/snowboard-reviews/lib-tech-terrain-wrecker-2018-2020-snowbard-review,Loved it!,All Mountain,Beginner - Expert,"< 8, 8-10, 10-12, > 12",USA by Mervin,Directional Twin,Hybrid Rocker,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Great,Good,Great,"['2018', '2020']",mens,xaSRAKfVLWohlA5IE9xtzF2wX+E=
Lib Tech Travis Rice Climax,https://thegoodride.com/snowboard-reviews/lib-tech-travis-rice-climax-2017-2019-snowboard-review,Pretty Good,All Mountain,Advanced - Expert,10-12,USA by Mervin,Directional,Hybrid Rocker,Setback -20mm,Feels Light,Good,Good,Good,Great,Average,Good,Good,Poor,Good,"['2017', '2019']",mens,d/LP3jV8XRZfxTFCxwGndFIkuz8=
Lib Tech Travis Rice Gold Member,https://thegoodride.com/snowboard-reviews/lib-tech-travis-rice-gold-member-2016-2019-snowboard-review,Pretty Good,All Mountain,Advanced - Expert,"10-12, > 12",USA by Mervin,Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Good,Good,Great,Average,Good,Good,Poor,Great,"['2016', '2019']",mens,GY7ET5+Z5HbhSfBFvkq0KYPWj70=
Lib Tech Travis Rice Pro HP,https://thegoodride.com/snowboard-reviews/lib-tech-travis-rice-pro-hp-2016-2019-snowboard-review,Pretty Good,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",USA by Mervin,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Great,Good,Great,Great,Good,Great,"['2016', '2019']",mens,gTD2nkW7hFGijDQGpdUXVlm4bCA=
Lib Tech Travis Rice Speedodeeps,https://thegoodride.com/snowboard-reviews/lib-tech-travis-rice-speedodeeps-2014-2017-snowboard-review,Pretty Good,Powder,Advanced - Expert,10-12,USA by Mervin,True Twin,Hybrid Rocker,Centered,Feels Normal,Good,Average,Average,Good,Great,Great,Good,Average,Average,"['2014', '2017']",mens,enER4jOC5EQHwRG5GcJYcthRmho=
Lib Tech TRS Firepower,https://thegoodride.com/snowboard-reviews/lib-tech-trs-firepower-snowboard-2015-2019-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,8-10,USA by Mervin,Directional Twin,Hybrid Rocker,Centered,Feels Light,Average,Good,Good,Good,Good,Great,Great,Average,Excellent,"['2015', '2019']",mens,6DvS6W2w+l0OtAiy8entD/+ERro=
Lib Tech TRS HP,https://thegoodride.com/snowboard-reviews/lib-tech-trs-hp-2014-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",USA by Mervin,Directional Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Great,Good,Excellent,"['2014', '2020']",mens,EAjDiufICgYq0QWm9evlHyQV65A=
Lib Tech Utility Knife,https://thegoodride.com/snowboard-reviews/lib-tech-utility-knife-2017-snowboard-review,Pretty Good,Freestyle,Advanced - Expert,"8-10, 10-12",USA by Mervin,True Twin,Mostly Camber,Centered,None,Poor,Good,Good,Good,Good,Great,Great,Good,Great,['2017'],mens,4taFn8ocdLm7PVzowpCHaHL/E38=
Lib Tech Woodsmith Coho,https://thegoodride.com/snowboard-reviews/lib-tech-woodsmith-coho-2017-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback -12.5mm,Feels Normal,Good,Great,Great,Good,Great,Poor,Average,Poor,Good,['2017'],mens,Oy+uGUlS20byUEW+n6ySv2v/Lu8=
Lib Tech Worlds Greenest Snowboard,https://thegoodride.com/snowboard-reviews/lib-tech-worlds-greenest-snowboard-2016-2018-review,Liked it!,Freeride,Advanced - Expert,8-10,USA by Mervin,Tapered Directional,Mostly Camber,Setback -12.5mm,Feels Normal,Average,Great,Great,Great,Good,Average,Good,Poor,Good,"['2016', '2018']",mens,66UfWZNPe1Y/Nzk2EWmI2yBLUqc=
Loaded Algernon,https://thegoodride.com/snowboard-reviews/loaded-algernon-2016--2019-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12",USA-California,Directional Twin,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Great,Good,Great,Average,Great,"['2016', '2019']",mens,fAV60+ExoMQ5RuBJvsOBc0km0mg=
Lobster Aaron Schwartz Artist Edition,https://thegoodride.com/snowboard-reviews/lobster-aaron-schwartz-artist-edition-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Great,Average,Good,Good,Average,['2020'],mens,S1afr5cqKs5l1/pun6LciSqapqM=
Lobster Halldor Pro,https://thegoodride.com/snowboard-reviews/lobster-halldor-pro-2020-snowboard-review,Not for us,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Average,Average,Good,Great,Great,Great,Good,Average,['2020'],mens,SH3E1oQM/TEH3Igi7iKCWf1Yf0w=
Marhar Archaic,https://thegoodride.com/snowboard-reviews/marhar-archaic-2018-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Marhar,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Average,Good,Good,Great,Good,Good,Good,['2018'],mens,uKgS1qXoszUjMHT6ojWg/yc7Zr4=
Marhar Darkside,https://thegoodride.com/snowboard-reviews/marhar-darkside-2018-snowboard-review,Loved it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Marhar,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Great,Good,Great,Good,Great,Great,Average,Great,['2018'],mens,atoyJLdhGqK0UBZiXEZUye7FDKw=
Marhar Half Breed,https://thegoodride.com/snowboard-reviews/marhar-half-breed-2018-snowboard-review,Liked it!,Jib / Street,Beginner - Expert,"8-10, 10-12",USA by Marhar,True Twin,Flat to Rocker,Centered,Feels Normal,Average,,,,,,,,,['2018'],mens,HFEEwM1Xydoay7+473Xi9yzx76c=
Marhar Lumberjack,https://thegoodride.com/snowboard-reviews/marhar-lumberjack-2018-snowboard-review,Liked it!,Powder,Intermediate - Expert,"8-10, 10-12",USA by Marhar,True Twin,Flat to Rocker,Centered,Feels Normal,Good,Average,Average,Good,Good,Great,Good,Great,Average,['2018'],mens,lYvistd8JAposO5TB+ZEKthaPkQ=
Marhar Regent,https://thegoodride.com/snowboard-reviews/marhar-regent-2018-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",USA by Marhar,True Twin,Flat to Rocker,Centered,Feels Normal,Average,Good,Average,Good,Great,Great,Good,Good,Good,['2018'],mens,O1bnxVvdhZCYgPtQQbIFFBnS22E=
Marhar Woodsman,https://thegoodride.com/snowboard-reviews/marhar-woodsman-2018-snowboard-review,Liked it!,Powder,Intermediate - Expert,8-10,USA by Marhar,Tapered Directional,Flat to Rocker,Centered,Feels Normal,Great,Average,Average,Average,Good,Poor,Average,Good,Average,['2018'],mens,1DEjdHc+cRm6zehx1Qtx0RusDNo=
Moss Snowstick 58 Swallow,https://thegoodride.com/snowboard-reviews/moss-snowstick-58-swallow-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Excellent,Great,Great,Average,Average,Poor,Average,Poor,Average,[],mens,IDPZI1u2xmNMLAbMc/0mVK3D6pQ=
Moss Snowstick  C3,https://thegoodride.com/snowboard-reviews/moss-snowstick-c3-2019-2020-snowboard-review,None,Alternative Freeride,Advanced -,"< 8, 8-10",None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Light,Great,Good,Good,Average,Average,Poor,Average,Poor,Average,"['2019', '2020']",mens,A6ioY8Ks1JLFwRL6wlGCccDWdLk=
Moss Snowstick Jellyfish,https://thegoodride.com/snowboard-reviews/moss-snowstick-jellyfish-2019-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Excellent,Great,Great,Average,Average,Poor,Average,Poor,Average,"['2019', '2020']",mens,BiFVtD2dJY4XJplIJ1McZjzHaG0=
Moss Snowstick Performance Quad 54,https://thegoodride.com/snowboard-reviews/moss-snowstick-performance-quad-54-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Good,Average,Good,Poor,Poor,Poor,Average,[],mens,u+iEddIG6xww/+kp9e3o15LwCv0=
Moss Snowstick Performance Quad 60,https://thegoodride.com/snowboard-reviews/moss-snowstick-performance-quad-60-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Good,Good,Good,Poor,Average,Poor,Average,[],mens,pXa61r25UbhVOcagNeswbUS2FIs=
Moss Snowstick U4,https://thegoodride.com/snowboard-reviews/moss-snowstick-u4-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Average,Good,Poor,Average,Poor,Average,[],mens,nuJbS4lIQLFvMA1deKznxU4PEcU=
Moss Snowstick  U5,https://thegoodride.com/snowboard-reviews/moss-snowstick-u5-snowboard-revie,Liked it!,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Good,Good,Good,Poor,Average,Poor,Average,[],mens,4IMRB49/t0dEG1HnW721qRUQ2pM=
Moss Snowstick Wing Swallow 49,https://thegoodride.com/snowboard-reviews/moss-snowstick-wing-swallow-49-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Average,Good,Poor,Poor,Poor,Average,[],mens,4UUZ3pWg0NBn+m9mRQKQb0Lt96s=
Moss Snowstick Wing Swallow 57,https://thegoodride.com/snowboard-reviews/moss-snowstick-wing-swallow-57-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Excellent,Good,Good,Average,Average,Poor,Average,Poor,Average,[],mens,ZKwJCoPPHHEj2V2WOhZ4O69W33s=
Never Summer Big Gun,https://thegoodride.com/snowboard-reviews/never-summer-big-gun-2018-2020-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Great,Good,Great,Great,Average,Average,Poor,Average,"['2018', '2020']",mens,7A7jenx1sPiMInSXC+fPhj9O4Sk=
Never Summer Chairman,https://thegoodride.com/snowboard-reviews/never-summer-chairman-2015-2020-snowboard-review,Liked it!,Freeride,Intermediate - Expert,"8-10, 10-12, > 12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Great,Great,Great,Great,Average,Good,Average,Good,"['2015', '2020']",mens,8RT96J1jYuOa1knNNVltNsisdEU=
Never Summer Dipstick,https://thegoodride.com/snowboard-reviews/never-summer-dipstick-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Great,Great,Great,Good,Great,['2020'],mens,QwRWJj0k9OYBi4Z5FShnkgbQw4Q=
Never Summer East,https://thegoodride.com/snowboard-reviews/never-summer-east-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Heavy,Poor,Excellent,Excellent,Excellent,Average,Average,Average,Poor,Poor,['2020'],mens,bBvci3L7wISduKWrfn90h6HPenA=
Never Summer Funslinger,https://thegoodride.com/snowboard-reviews/never-summer-funslinger-2015-2020--snowboard-review,Loved it!,Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Average,Great,Excellent,Great,Great,Great,"['2015', '2020']",mens,LVaUjFU8hfiM459VNxwYSONVqO0=
Never Summer Harpoon,https://thegoodride.com/snowboard-reviews/never-summer-harpoon-2021-snowboard-review,None,Alternative Freeride,Beginner - Expert,"< 8, 8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Good,Average,Good,Good,Good,['2021'],mens,j/xsVc5GOYR7XFmrRHRIRDTw8zk=
Never Summer Heritage,https://thegoodride.com/snowboard-reviews/never-summer-heritage-2010-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, > 12",USA by Never Summer,Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Good,Average,Good,"['2010', '2019']",mens,dmyWRxJTYaTXeZXrA43GHH3COEE=
Never Summer Insta Gator,https://thegoodride.com/snowboard-reviews/never-summer-insta-gator-2017-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Great,Good,Good,Great,Average,Good,Average,Average,"['2017', '2020']",mens,PNYQoZnOak15cZEOtJD1QLiCZkM=
Never Summer Maverix,https://thegoodride.com/snowboard-reviews/never-summer-maverix-2017-2020-snowboard-review,Pretty Good,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Great,Average,Average,Average,Good,"['2017', '2020']",mens,hqFVqFQ3cszKbS+PH6Iq023sT8c=
Never Summer Peacemaker,https://thegoodride.com/snowboard-reviews/never-summer-peacemaker-2019-2020-snowboard-review,Loved it!,All Mountain,Beginner - Expert,8-10,USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Good,Good,Good,Good,Great,Great,Good,Good,Good,"['2019', '2020']",mens,E3qKd5CZmu+SgrF6oXmc7BE233w=
Never Summer Proto Slinger,https://thegoodride.com/snowboard-reviews/never-summer-proto-slinger-2021-snowboard-review,None,Freestyle,Intermediate - Expert,"< 8, 8-10, 10-12",USA by Never Summer,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Good,Good,Great,Excellent,Great,Great,Great,['2021'],mens,E448SUm9vZ0OcjaRqY1BkqijZXU=
Never Summer Proto Synthesis,https://thegoodride.com/snowboard-reviews/never-summer-proto-synthesis-2021-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"< 8, 8-10, 10-12, > 12",USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Great,Great,Great,Great,Great,Average,Great,['2021'],mens,DLAl4nMfKyKRM4r5wR/uS9/eKcc=
Never Summer Proto Type Two,https://thegoodride.com/snowboard-reviews/never-summer-proto-type-two-2016-2020-snowboard-review,Loved it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12, > 12",USA by Never Summer,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Good,Good,Great,Excellent,Excellent,Good,Great,"['2016', '2020']",mens,cFjsOaF3xJA0qgAOSLcvkpcbKBM=
Never Summer Ripsaw,https://thegoodride.com/snowboard-reviews/never-summer-ripsaw-2014-2019-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12, > 12",USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Great,Great,Good,Great,Great,Average,Great,"['2014', '2019']",mens,5ZjPJBKE2ALONqMxJ0Jlt9VHWPw=
Never Summer Shaper Twin,https://thegoodride.com/snowboard-reviews/never-summer-shaper-twin-2018-2021-snowboard-review,Pretty Good,Freeride,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Centered,Feels Normal,Good,Good,Good,Good,Great,Good,Good,Good,Good,"['2018', '2021']",mens,T/544HH3tHG2hW/GiAaSbbzSFAk=
Never Summer Snowtrooper,https://thegoodride.com/snowboard-reviews/never-summer-snowtrooper-2015-2019-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"8-10, 10-12, > 12",USA by Never Summer,Twinish,Hybrid Rocker,Setback -15mm,Feels Normal,Good,Good,Average,Good,Great,Good,Good,Good,Good,"['2015', '2019']",mens,L//LRhQ2TavbN1ussqyFghv/bzw=
Never Summer Swift,https://thegoodride.com/snowboard-reviews/never-summer-swift-2016-2020-snowboard-review,Liked it!,Alternative Freeride,Beginner - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Great,Poor,Good,Average,Good,"['2016', '2020']",mens,DVOEeuB0dmA7qRQkGvWYzjNmxDM=
Never Summer Twenty Five,https://thegoodride.com/snowboard-reviews/never-summer-twenty-five-2017-snowboard-review,Loved it!,Freeride,Intermediate - Expert,"8-10, 10-12, > 12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Great,Average,Average,Poor,Good,['2017'],mens,0Lacymg7W9/ru+pSsBqNSaw+mQY=
Never Summer Warlock,https://thegoodride.com/snowboard-reviews/never-summer-warlock-2017-2019-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Average,Good,Great,Great,Good,Good,Good,"['2017', '2019']",mens,QDg+4D6NLKH7YVEqwyCMg6e3+NU=
Never Summer West,https://thegoodride.com/snowboard-reviews/never-summer-west-2016-2019--snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",USA by Never Summer,Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Great,Average,Great,"['2016', '2019']",mens,uVhid69JHPPmwC+y8Tkapg8lh5o=
Never Summer West Bound,https://thegoodride.com/snowboard-reviews/never-summer-west-bound-2019-2021-review,None,Freeride,Beginner - Expert,"8-10, 10-12, > 12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Great,Average,Good,Average,Good,"['2019', '2021']",mens,2uIWLrQggvXkjlowkMOhbWgbTNg=
Niche Aether,https://thegoodride.com/snowboard-reviews/niche-aether-2016-2020-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,10-12,None,Directional Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Great,Good,Great,"['2016', '2020']",mens,Oe0c7vhxRva6RdmuAA+6R6yROA4=
Niche Crux,https://thegoodride.com/snowboard-reviews/niche-crux-2020-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,8-10,None,Directional Twin,Mostly Camber,Centered,Feels Normal,Poor,Great,Great,Good,Good,Great,Great,Average,Great,['2020'],mens,5dzRSRj03QwDprjZYB9+9pAnJVg=
Niche Maelstrom,https://thegoodride.com/snowboard-reviews/niche-maelstrom-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Good,Average,Great,Average,Great,['2020'],mens,ISeIEpkS1wb633fRmx/EkzAwFqw=
Niche Pyre,https://thegoodride.com/snowboard-reviews/niche-pyre-2019-2020-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Light,Great,Great,Great,Good,Good,Average,Good,Average,Good,"['2019', '2020']",mens,iWz54HyGbq1wwU4XMXBR8lQ8ic0=
Niche Story,https://thegoodride.com/snowboard-reviews/niche-story-2015-2020-snowboard-review,Liked it!,All Mountain,Beginner - Expert,10-12,Austria by GST,Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Good,Good,Good,Good,Good,Great,Average,Excellent,"['2015', '2020']",mens,EpFosTZjIa5FvJ5H+CgR2bLtUQk=
Niche Theme,https://thegoodride.com/snowboard-reviews/niche-theme-2019-snowboard-review,Liked it!,All Mountain Freestyle,Advanced - Expert,8-10,None,True Twin,Traditional Camber,Centered,Feels Light,Poor,Great,Great,Good,Good,Great,Great,Good,Good,['2019'],mens,fhc1MhXS4iKtmJeuvMwhRIeowy8=
Niche Wraith,https://thegoodride.com/snowboard-reviews/niche-wraith-2020-snowboard-review,None,Freestyle,Advanced - Expert,"< 8, 8-10, 10-12",None,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Average,Average,Average,Good,Great,Good,Great,Average,['2020'],mens,KCgTMJ4R97psnnvC0655zEREQg8=
Nidecker Area,https://thegoodride.com/snowboard-reviews/nidecker-area-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"< 8, 8-10, 10-12",None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Good,Poor,Good,Poor,Good,['2019'],mens,4HNqSmvcGxOw7VHNFZYV4vf883I=
Nidecker Megalight,https://thegoodride.com/snowboard-reviews/nidecker-megalight-2010-2018-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",Switzerland,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Light,Great,Good,Good,Great,Good,Poor,Average,Poor,Average,"['2010', '2018']",mens,hcWop2Sl9lSsu70uzJwY3dP/qx8=
Nidecker Mellow,https://thegoodride.com/snowboard-reviews/nidecker-mellow-2018-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Average,Poor,Average,Poor,Average,"['2018', '2020']",mens,3bzYwGKf8/nR2c42nk2hOSnFmFU=
Nidecker Platinum,https://thegoodride.com/snowboard-reviews/nidecker-platinum-2018-snowboard-review,Pretty Good,All Mountain,Intermediate - Expert,"8-10, 10-12",Tunisia,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Good,Good,Good,Good,Good,Average,Good,['2018'],mens,I3sXCBPIZVbAglGAoc+h8LnuYnU=
Nidecker Rave,https://thegoodride.com/snowboard-reviews/nidecker-rave-2018-snowoard-review,Pretty Good,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Good,Average,Good,Poor,Average,['2018'],mens,fxWQndQxLwvnkpUOh0a+d1Y2/qw=
Nidecker The Donuts,https://thegoodride.com/snowboard-reviews/nidecker-the-donuts-2019-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"< 8, 8-10",Tunnisia,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Good,Excellent,Great,Good,Good,Poor,Average,Poor,Good,['2019'],mens,5ssiY7/Ppau30Xpsasv9AXrsc+c=
Nidecker The Mosquito,https://thegoodride.com/snowboard-reviews/nidecker-the-mosquito-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Heavy,Great,Great,Great,Good,Average,Poor,Average,Poor,Average,['2020'],mens,Cfa/0jCvBgmF1Lzkts1pG67SLUk=
Nitro Cinema,https://thegoodride.com/snowboard-reviews/nitro-cinema-2020-snowboard-review,None,All Mountain,Beginner - Expert,"8-10, 10-12",None,Directional Twin,Hybrid Rocker,Setback -15mm,Feels Normal,Good,Average,Average,Good,Good,Great,Good,Good,Good,['2020'],mens,H7+OBPo7CFDDbZfctHmLueJxmhU=
